TripID	PIN	booking_status
1080	990442	Pending
1082	121316	Confirmed
1083	132231	Confirmed
1086	769018	Confirmed
1087	217706	Cancelled
1088	583913	Confirmed
1089	233023	Confirmed
1091	733110	Cancelled
1093	665315	Pending
1093	242780	Confirmed
1094	736639	Cancelled
1094	321117	Cancelled
1095	229727	Confirmed
1095	865616	Confirmed
1095	159567	Pending
1095	499377	Cancelled
1096	961151	Cancelled
1096	198802	Cancelled
1099	163640	Pending
1099	584678	Cancelled
1099	592174	Pending
1101	347815	Pending
1101	718373	Pending
1102	651133	Confirmed
1104	762645	Confirmed
1104	881258	Confirmed
1104	255839	Pending
1104	567575	Cancelled
1106	283112	Confirmed
1106	858658	Confirmed
1106	333335	Cancelled
1107	840037	Pending
1107	134330	Pending
1107	234748	Confirmed
1107	347516	Cancelled
1108	140206	Pending
1108	441783	Confirmed
1108	326515	Confirmed
1109	314020	Confirmed
1109	142203	Confirmed
1110	625765	Confirmed
1113	793434	Pending
1115	284352	Cancelled
1116	950613	Pending
1118	682733	Cancelled
1120	496319	Pending
1120	806324	Cancelled
1122	315261	Pending
1123	931443	Cancelled
1123	651918	Cancelled
1125	314020	Pending
1125	720127	Confirmed
1125	249117	Cancelled
1125	625765	Confirmed
1126	780521	Confirmed
1126	923322	Pending
1127	543999	Cancelled
1131	780521	Confirmed
1131	399379	Pending
1133	438016	Pending
1133	615696	Confirmed
1135	606454	Pending
1136	785061	Cancelled
1136	151511	Confirmed
1137	282434	Pending
1138	488460	Cancelled
1138	974302	Cancelled
1138	573673	Confirmed
1139	525394	Pending
1139	370663	Confirmed
1141	930664	Confirmed
1142	998866	Pending
1142	187417	Cancelled
1142	881258	Pending
1144	908508	Cancelled
1144	488460	Confirmed
1147	909924	Pending
1150	432798	Pending
1150	990442	Pending
1151	705656	Confirmed
1151	803294	Confirmed
1152	635323	Pending
1152	228523	Pending
1154	628584	Confirmed
1155	326515	Cancelled
1156	429639	Confirmed
1156	584625	Confirmed
1157	431248	Pending
1160	881258	Confirmed
1161	916386	Confirmed
1163	188771	Pending
1163	486470	Cancelled
1165	476309	Confirmed
1165	517476	Cancelled
1165	533177	Pending
1166	912792	Cancelled
1167	560569	Confirmed
1167	606454	Pending
1167	703915	Pending
1169	943140	Cancelled
1170	719275	Cancelled
1171	392868	Confirmed
1173	782155	Confirmed
1176	228523	Confirmed
1177	916386	Cancelled
1177	808809	Cancelled
1180	496881	Pending
1181	728585	Cancelled
1181	484102	Pending
1182	758285	Confirmed
1184	316178	Confirmed
1185	161394	Confirmed
1187	486470	Confirmed
1187	583913	Confirmed
1188	188771	Confirmed
1188	302331	Pending
1189	354514	Confirmed
1193	697341	Cancelled
1193	872833	Confirmed
1195	475580	Pending
1195	781365	Cancelled
1196	418244	Pending
1196	632613	Pending
1198	222596	Confirmed
1199	561063	Confirmed
1201	286760	Pending
1201	367280	Cancelled
1201	901162	Pending
1201	234488	Confirmed
1203	946277	Pending
1205	162668	Cancelled
1205	714971	Cancelled
1205	505906	Cancelled
1206	477475	Confirmed
1206	491153	Cancelled
1206	420583	Confirmed
1208	999997	Confirmed
1209	584013	Confirmed
1209	589060	Cancelled
1212	222143	Pending
1213	262709	Pending
1213	644704	Cancelled
1213	260643	Pending
1215	806324	Pending
1216	232612	Confirmed
1217	940586	Pending
1217	111140	Confirmed
1217	326515	Cancelled
1218	688390	Confirmed
1218	998394	Cancelled
1218	746543	Cancelled
1220	762427	Pending
1220	988687	Pending
1220	972098	Pending
1220	922751	Pending
1221	398560	Confirmed
1222	144019	Pending
1222	187417	Pending
1223	312897	Cancelled
1223	507773	Confirmed
1223	389591	Cancelled
1223	597346	Confirmed
1224	817235	Cancelled
1224	742766	Cancelled
1225	298146	Confirmed
1226	865616	Cancelled
1228	230890	Pending
1231	943140	Cancelled
1231	159145	Pending
1231	110787	Pending
1234	152748	Confirmed
1235	550952	Cancelled
1235	111140	Pending
1241	191283	Cancelled
1241	605208	Pending
1241	962140	Cancelled
1242	700124	Confirmed
1243	802310	Confirmed
1244	746079	Confirmed
1245	523818	Pending
1246	877489	Cancelled
1247	743585	Cancelled
1248	488460	Pending
1249	556378	Cancelled
1250	431252	Cancelled
1250	535225	Confirmed
1253	969541	Cancelled
1253	817235	Confirmed
1253	901162	Cancelled
1253	391478	Confirmed
1254	924978	Pending
1254	226765	Confirmed
1254	835081	Cancelled
1254	881598	Confirmed
1255	302373	Cancelled
1256	571009	Cancelled
1256	102335	Confirmed
1257	349644	Confirmed
1257	879549	Pending
1257	992628	Confirmed
1258	234748	Pending
1259	390774	Pending
1260	249218	Confirmed
1260	571750	Cancelled
1260	763993	Pending
1260	969541	Confirmed
1261	755812	Confirmed
1263	600778	Confirmed
1263	383335	Pending
1264	340340	Cancelled
1265	784402	Confirmed
1266	542949	Confirmed
1266	321757	Pending
1267	723263	Confirmed
1269	179853	Pending
1270	892396	Cancelled
1271	577959	Pending
1271	112797	Pending
1272	962140	Pending
1272	349644	Pending
1272	635323	Cancelled
1274	226765	Confirmed
1274	609841	Cancelled
1275	347516	Cancelled
1275	383335	Confirmed
1276	600778	Confirmed
1276	911588	Pending
1277	561063	Pending
1278	723263	Cancelled
1279	816527	Confirmed
1279	524751	Pending
1280	688390	Cancelled
1281	543078	Confirmed
1284	609566	Pending
1284	116297	Confirmed
1284	548857	Confirmed
1285	234488	Cancelled
1286	410678	Confirmed
1288	127723	Confirmed
1290	832856	Confirmed
1290	254385	Cancelled
1292	674267	Confirmed
1293	500282	Pending
1293	375943	Confirmed
1293	887809	Confirmed
1294	159567	Confirmed
1294	742766	Pending
1294	105480	Cancelled
1295	661428	Confirmed
1295	696611	Confirmed
1298	747158	Confirmed
1298	825054	Confirmed
1299	570283	Pending
1299	517476	Pending
1299	450058	Cancelled
1299	471985	Cancelled
1300	940586	Pending
1300	732007	Confirmed
1301	887809	Confirmed
1302	908445	Cancelled
1302	436838	Cancelled
1302	365065	Cancelled
1302	934991	Cancelled
1303	450217	Cancelled
1303	123700	Pending
1303	600695	Pending
1304	395278	Pending
1304	431248	Pending
1305	802111	Confirmed
1305	907585	Cancelled
1305	780521	Confirmed
1306	284015	Pending
1307	251498	Cancelled
1307	648910	Pending
1308	261081	Pending
1308	675756	Pending
1310	188602	Confirmed
1310	226765	Confirmed
1310	122454	Cancelled
1312	279240	Confirmed
1312	149976	Confirmed
1313	793434	Cancelled
1315	600778	Cancelled
1316	293417	Pending
1318	164035	Pending
1319	561063	Cancelled
1319	410678	Pending
1322	361492	Confirmed
1322	172078	Cancelled
1323	949777	Cancelled
1323	969541	Confirmed
1324	413816	Pending
1324	998866	Confirmed
1325	900024	Confirmed
1328	635036	Cancelled
1332	950613	Cancelled
1333	198802	Confirmed
1334	127647	Confirmed
1335	684888	Pending
1335	642567	Cancelled
1335	908281	Pending
1337	519768	Confirmed
1338	551581	Cancelled
1339	317827	Cancelled
1340	262140	Pending
1342	507753	Cancelled
1343	418362	Confirmed
1343	569528	Confirmed
1343	793434	Confirmed
1344	319315	Pending
1345	769016	Confirmed
1345	879425	Pending
1345	832856	Pending
1345	269833	Cancelled
1346	845722	Confirmed
1346	720892	Cancelled
1346	746543	Confirmed
1347	367280	Cancelled
1347	512656	Cancelled
1348	507753	Cancelled
1351	950613	Cancelled
1352	107307	Confirmed
1353	912792	Cancelled
1353	524751	Cancelled
1354	127723	Confirmed
1354	962140	Confirmed
1354	399379	Cancelled
1355	188602	Confirmed
1355	733531	Cancelled
1355	432798	Confirmed
1357	488597	Confirmed
1357	716996	Pending
1357	217706	Pending
1358	415003	Cancelled
1359	392868	Cancelled
1362	705656	Cancelled
1362	510980	Cancelled
1363	786536	Cancelled
1363	637662	Cancelled
1363	823493	Cancelled
1366	171967	Pending
1366	397731	Confirmed
1369	720127	Cancelled
1369	723385	Cancelled
1371	512738	Confirmed
1372	956369	Pending
1372	395858	Cancelled
1374	805260	Confirmed
1374	230264	Confirmed
1374	482086	Confirmed
1374	636877	Pending
1375	277969	Pending
1377	198802	Cancelled
1378	845722	Pending
1378	217000	Confirmed
1379	122454	Cancelled
1379	803527	Cancelled
1379	802111	Pending
1379	477475	Confirmed
1381	507773	Pending
1384	600695	Confirmed
1384	994779	Cancelled
1384	934991	Confirmed
1385	977312	Pending
1385	471570	Cancelled
1385	448863	Pending
1386	697726	Cancelled
1387	643857	Pending
1387	881258	Pending
1387	440197	Pending
1388	407189	Confirmed
1388	476309	Confirmed
1388	140206	Confirmed
1389	865587	Cancelled
1389	383632	Pending
1389	922997	Cancelled
1391	111140	Pending
1391	573673	Cancelled
1392	240571	Pending
1394	536106	Pending
1395	493941	Pending
1395	352524	Confirmed
1395	127723	Cancelled
1396	222596	Pending
1397	169254	Confirmed
1399	415003	Cancelled
1400	102335	Cancelled
1402	450058	Cancelled
1403	536491	Cancelled
1403	399613	Cancelled
1403	788933	Confirmed
1403	492200	Cancelled
1404	228523	Cancelled
1405	341221	Pending
1405	142203	Cancelled
1406	222143	Confirmed
1406	683424	Pending
1406	804423	Pending
1406	859669	Confirmed
1407	522513	Confirmed
1409	862600	Pending
1409	496319	Confirmed
1410	371872	Cancelled
1411	899814	Cancelled
1412	302373	Confirmed
1412	340264	Cancelled
1414	971118	Confirmed
1415	950613	Pending
1415	399613	Confirmed
1415	570283	Confirmed
1416	517476	Confirmed
1417	429639	Confirmed
1418	840037	Pending
1419	271855	Pending
1420	642567	Cancelled
1421	260643	Pending
1424	736639	Pending
1428	500901	Pending
1428	316178	Confirmed
1429	999999	Confirmed
1430	845722	Confirmed
1430	832856	Confirmed
1430	488597	Confirmed
1430	956258	Confirmed
1432	333843	Pending
1432	198802	Cancelled
1433	615696	Confirmed
1434	370663	Cancelled
1434	234110	Confirmed
1434	515486	Cancelled
1434	316178	Confirmed
1435	962140	Pending
1435	264026	Pending
1437	674267	Pending
1438	472690	Pending
1439	965147	Confirmed
1439	816527	Confirmed
1440	471985	Pending
1440	634897	Pending
1442	151511	Pending
1443	132231	Pending
1443	410678	Cancelled
1444	738641	Pending
1444	222596	Confirmed
1445	915437	Pending
1446	319315	Pending
1447	121316	Pending
1448	823493	Pending
1448	724174	Confirmed
1449	677148	Cancelled
1449	986705	Pending
1449	536491	Cancelled
1450	302344	Confirmed
1450	149976	Cancelled
1451	326515	Confirmed
1451	497415	Cancelled
1453	842266	Confirmed
1453	490086	Cancelled
1454	162668	Cancelled
1455	992628	Cancelled
1456	648299	Cancelled
1456	125567	Cancelled
1456	577959	Confirmed
1458	500901	Confirmed
1458	222596	Pending
1460	995417	Pending
1462	242515	Confirmed
1464	813100	Pending
1464	469132	Pending
1464	420583	Confirmed
1465	242780	Pending
1466	512567	Cancelled
1467	635323	Cancelled
1468	792637	Pending
1468	881258	Pending
1468	369000	Pending
1468	471985	Pending
1469	653505	Confirmed
1469	760311	Cancelled
1469	903965	Cancelled
1469	682733	Pending
1471	273680	Cancelled
1471	132231	Confirmed
1473	178096	Cancelled
1473	600695	Confirmed
1473	914629	Pending
1473	396009	Confirmed
1474	371872	Pending
1474	596040	Cancelled
1474	240571	Cancelled
1474	192103	Cancelled
1475	515486	Cancelled
1476	477475	Pending
1477	371872	Confirmed
1478	477475	Cancelled
1478	314637	Cancelled
1479	370663	Pending
1481	674267	Cancelled
1481	732007	Cancelled
1482	908281	Cancelled
1482	738423	Pending
1483	392868	Confirmed
1484	934991	Confirmed
1486	570283	Cancelled
1486	178663	Confirmed
1487	198614	Pending
1487	287675	Confirmed
1487	991173	Cancelled
1488	341221	Cancelled
1488	144019	Cancelled
1489	490395	Pending
1490	636877	Confirmed
1490	573673	Cancelled
1491	123700	Cancelled
1491	687723	Pending
1493	240057	Cancelled
1495	720127	Confirmed
1495	122454	Cancelled
1495	616020	Cancelled
1495	828342	Confirmed
1496	116297	Pending
1497	279240	Cancelled
1499	328782	Pending
1500	677148	Pending
1500	924978	Cancelled
1500	399613	Pending
1501	100714	Cancelled
1502	499815	Confirmed
1503	447380	Confirmed
1504	600695	Pending
1506	359032	Cancelled
1506	746079	Pending
1508	176319	Pending
1511	157580	Confirmed
1512	724174	Pending
1514	302373	Cancelled
1515	339429	Confirmed
1515	292207	Confirmed
1516	370663	Cancelled
1518	851717	Confirmed
1520	649313	Cancelled
1520	452403	Cancelled
1520	370663	Confirmed
1522	569528	Cancelled
1522	856332	Cancelled
1522	723263	Confirmed
1525	696403	Cancelled
1525	283112	Cancelled
1525	112797	Cancelled
1525	391478	Confirmed
1526	283112	Pending
1526	899121	Confirmed
1526	127723	Cancelled
1527	383335	Pending
1528	760311	Pending
1529	682545	Cancelled
1529	956369	Cancelled
1529	920486	Confirmed
1530	777866	Cancelled
1531	134330	Confirmed
1532	962140	Cancelled
1532	498442	Cancelled
1533	184484	Confirmed
1534	189457	Confirmed
1534	225360	Confirmed
1535	946277	Confirmed
1535	839370	Cancelled
1536	234748	Confirmed
1537	899229	Cancelled
1539	432798	Pending
1539	881258	Pending
1540	290286	Confirmed
1540	417193	Confirmed
1541	768137	Cancelled
1542	616020	Pending
1542	915437	Cancelled
1542	452403	Confirmed
1542	349644	Confirmed
1545	784402	Cancelled
1545	847651	Cancelled
1546	262140	Confirmed
1546	426647	Cancelled
1546	254385	Cancelled
1547	895585	Cancelled
1549	333843	Confirmed
1549	125567	Confirmed
1550	426647	Pending
1552	341221	Confirmed
1552	696403	Confirmed
1553	361492	Pending
1553	939276	Pending
1554	960150	Pending
1554	879425	Confirmed
1554	119852	Confirmed
1554	622933	Confirmed
1555	558409	Pending
1555	923793	Confirmed
1556	342947	Cancelled
1557	845722	Confirmed
1559	438016	Pending
1559	597346	Pending
1560	102335	Cancelled
1562	697726	Cancelled
1564	802111	Pending
1565	861843	Pending
1565	146355	Confirmed
1566	404311	Pending
1566	347516	Cancelled
1567	351292	Pending
1568	169254	Cancelled
1568	960150	Cancelled
1569	271855	Confirmed
1569	557699	Confirmed
1570	517390	Cancelled
1570	803294	Confirmed
1571	902529	Confirmed
1571	653505	Cancelled
1572	404311	Pending
1572	826106	Cancelled
1572	334618	Cancelled
1573	292207	Cancelled
1574	769018	Pending
1575	490086	Pending
1576	769016	Cancelled
1577	971857	Cancelled
1577	992628	Confirmed
1578	115073	Pending
1578	682132	Confirmed
1580	747158	Confirmed
1581	696611	Pending
1582	386318	Pending
1582	425916	Confirmed
1583	246359	Confirmed
1583	315261	Cancelled
1583	571750	Pending
1584	637119	Cancelled
1584	903965	Cancelled
1584	836379	Pending
1585	821168	Pending
1585	418362	Pending
1587	314637	Pending
1587	999998	Pending
1588	714520	Confirmed
1588	651133	Pending
1590	164035	Confirmed
1590	178677	Pending
1593	628584	Pending
1593	126170	Confirmed
1593	823493	Cancelled
1593	164035	Pending
1594	922751	Pending
1594	512738	Cancelled
1594	475580	Pending
1594	759953	Pending
1595	899863	Pending
1595	536106	Cancelled
1595	859669	Cancelled
1597	887809	Pending
1599	140206	Confirmed
1599	969541	Cancelled
1600	149976	Pending
1601	976480	Pending
1602	302331	Pending
1602	284015	Confirmed
1602	971857	Pending
1603	262709	Pending
1603	482342	Confirmed
1604	974302	Cancelled
1605	542871	Pending
1605	899814	Cancelled
1605	636748	Pending
1606	242515	Confirmed
1606	727972	Pending
1607	252278	Cancelled
1607	999999	Confirmed
1608	742053	Confirmed
1609	845722	Confirmed
1614	490086	Confirmed
1614	874736	Confirmed
1615	448863	Confirmed
1615	742766	Cancelled
1616	696403	Cancelled
1616	319315	Cancelled
1617	624041	Pending
1617	592884	Confirmed
1619	573673	Confirmed
1620	111140	Pending
1622	939276	Confirmed
1623	724174	Confirmed
1623	410678	Cancelled
1625	292207	Cancelled
1625	360128	Pending
1625	319315	Pending
1625	900024	Confirmed
1626	494934	Pending
1629	908445	Pending
1630	570283	Confirmed
1630	648299	Pending
1630	191283	Confirmed
1633	290286	Confirmed
1634	375943	Pending
1634	859669	Cancelled
1636	781312	Pending
1638	292207	Pending
1640	780521	Cancelled
1640	181915	Cancelled
1642	858658	Confirmed
1643	121292	Pending
1643	170055	Pending
1644	668830	Confirmed
1645	123700	Cancelled
1645	556082	Cancelled
1646	804097	Cancelled
1646	294348	Cancelled
1646	908281	Confirmed
1646	156000	Pending
1647	360128	Cancelled
1647	106828	Pending
1648	933675	Confirmed
1650	230926	Cancelled
1650	110787	Cancelled
1651	395858	Confirmed
1651	615414	Confirmed
1652	675756	Pending
1654	497415	Confirmed
1655	420583	Confirmed
1656	724174	Confirmed
1656	293417	Cancelled
1656	523818	Confirmed
1657	488597	Confirmed
1657	733531	Confirmed
1659	940586	Pending
1659	638366	Confirmed
1662	315261	Confirmed
1662	106828	Cancelled
1665	420583	Cancelled
1666	721268	Cancelled
1667	865092	Cancelled
1667	986705	Confirmed
1667	152748	Confirmed
1668	899262	Cancelled
1668	584678	Pending
1668	323323	Confirmed
1668	185513	Pending
1670	403965	Pending
1670	188602	Confirmed
1670	956369	Pending
1670	450217	Pending
1671	488460	Pending
1672	985312	Cancelled
1673	992628	Cancelled
1673	294348	Cancelled
1674	333642	Cancelled
1674	879549	Cancelled
1676	651133	Confirmed
1677	622933	Pending
1678	334498	Cancelled
1678	505713	Confirmed
1678	460499	Pending
1679	395353	Confirmed
1679	452403	Cancelled
1679	358117	Cancelled
1680	151511	Cancelled
1681	454585	Pending
1681	418244	Cancelled
1684	697380	Pending
1684	496881	Confirmed
1686	361819	Cancelled
1686	877489	Pending
1686	729631	Confirmed
1688	820664	Cancelled
1688	138464	Pending
1689	333335	Cancelled
1689	180144	Cancelled
1690	755812	Cancelled
1692	264026	Pending
1694	357708	Confirmed
1694	222596	Pending
1696	999999	Confirmed
1696	999998	Confirmed
1697	999999	Confirmed
1697	999998	Confirmed
1698	999997	Confirmed
1698	999996	Confirmed
