TripID	CarID	date	departure	destination	num_seats_available
591	214	2025-01-22	Dallas	Los Angeles	3
592	215	2024-12-23	Dallas	Phoenix	4
593	215	2024-12-29	San Antonio	Houston	3
594	215	2025-01-20	Phoenix	Chicago	4
595	215	2025-02-01	Phoenix	San Diego	1
596	215	2024-12-12	Dallas	Los Angeles	3
597	216	2024-11-30	San Diego	Philadelphia	2
598	216	2025-01-27	Chicago	San Jose	1
599	216	2024-12-10	Philadelphia	Los Angeles	4
600	216	2025-01-26	San Diego	San Antonio	2
601	217	2024-12-02	San Jose	San Antonio	3
602	217	2025-02-09	Chicago	Philadelphia	3
603	217	2025-02-13	Chicago	San Jose	4
604	218	2025-02-18	San Jose	San Antonio	3
605	218	2024-12-10	Chicago	Los Angeles	2
606	218	2025-01-07	Chicago	Phoenix	2
607	218	2025-02-07	San Antonio	Chicago	3
608	219	2024-12-01	New York	Houston	1
609	219	2024-12-17	San Diego	Dallas	2
610	220	2024-12-29	San Diego	Chicago	2
611	221	2025-01-06	Philadelphia	Chicago	1
612	222	2025-02-10	San Jose	San Antonio	1
613	222	2024-12-20	San Jose	Dallas	2
614	222	2025-01-08	San Diego	San Jose	3
615	223	2025-02-10	Chicago	New York	2
616	223	2024-12-27	Philadelphia	Los Angeles	3
617	223	2025-02-02	San Antonio	Chicago	1
618	223	2024-11-29	Houston	Los Angeles	1
619	223	2024-12-03	San Antonio	Phoenix	3
620	224	2024-12-30	San Antonio	Dallas	2
621	224	2025-01-26	San Jose	San Antonio	1
622	224	2024-12-03	New York	Houston	4
623	225	2025-01-29	Phoenix	New York	3
624	226	2025-01-28	Houston	Chicago	2
625	226	2024-12-12	Houston	San Antonio	3
626	226	2025-01-31	Houston	Dallas	2
627	226	2025-01-08	New York	Philadelphia	2
628	227	2024-12-21	Dallas	San Jose	2
629	228	2025-02-24	San Jose	San Diego	2
630	228	2024-11-28	San Antonio	San Diego	2
631	228	2025-01-06	Los Angeles	Dallas	4
632	229	2025-02-17	San Diego	Dallas	4
633	229	2025-01-17	Houston	Philadelphia	2
634	229	2025-01-30	Dallas	Los Angeles	1
635	229	2025-02-22	San Diego	Philadelphia	2
636	230	2025-02-09	New York	Dallas	2
637	230	2024-12-13	Chicago	Los Angeles	1
638	230	2025-02-23	Los Angeles	San Diego	4
639	230	2024-12-10	San Jose	Phoenix	4
640	230	2025-01-05	San Antonio	San Diego	1
641	231	2024-12-06	New York	Philadelphia	4
642	232	2025-02-05	San Jose	San Diego	3
643	232	2024-12-31	Houston	Los Angeles	1
644	232	2025-01-04	Phoenix	Houston	3
645	233	2025-02-01	Dallas	Los Angeles	3
646	233	2024-12-15	San Jose	Houston	3
647	233	2025-02-06	New York	San Antonio	3
648	233	2024-12-25	Chicago	San Diego	1
649	233	2025-01-11	Los Angeles	New York	4
650	234	2024-12-07	San Antonio	Los Angeles	2
651	235	2025-02-16	San Antonio	Phoenix	4
652	235	2025-01-12	Los Angeles	Phoenix	4
653	235	2024-12-24	New York	San Antonio	2
654	235	2025-01-04	Phoenix	New York	1
655	236	2025-01-29	Phoenix	Los Angeles	2
656	236	2025-01-05	San Jose	San Diego	4
657	236	2025-02-05	Dallas	Philadelphia	2
658	236	2025-01-27	Phoenix	San Jose	2
659	237	2025-01-02	Dallas	Los Angeles	4
660	237	2024-12-19	Phoenix	San Jose	2
661	237	2024-12-29	Chicago	New York	4
662	237	2025-02-19	Philadelphia	Los Angeles	3
663	237	2024-12-23	Chicago	New York	4
664	238	2025-01-14	Chicago	San Antonio	1
665	238	2025-02-18	San Jose	Phoenix	3
666	238	2024-12-16	San Jose	San Diego	2
667	239	2024-12-30	Philadelphia	San Diego	1
668	239	2024-12-28	Philadelphia	San Antonio	2
669	239	2024-12-27	San Antonio	San Diego	1
670	241	2025-01-25	Los Angeles	Phoenix	2
671	241	2024-12-31	New York	Houston	2
672	241	2024-12-26	Phoenix	Houston	1
673	242	2024-12-01	San Antonio	Chicago	2
674	242	2025-02-22	Chicago	New York	4
675	242	2025-01-01	Philadelphia	Los Angeles	4
676	242	2025-01-20	Los Angeles	Dallas	1
677	243	2024-12-29	San Jose	Chicago	2
678	243	2024-12-03	San Antonio	New York	4
679	243	2024-12-28	Los Angeles	New York	3
680	243	2025-02-24	New York	San Jose	1
681	243	2025-01-14	Houston	Los Angeles	2
682	244	2025-01-26	Chicago	Los Angeles	4
683	244	2025-01-25	Philadelphia	San Antonio	1
684	245	2025-01-30	Phoenix	San Antonio	2
685	245	2024-12-16	San Diego	San Antonio	3
686	245	2025-01-23	New York	Philadelphia	2
687	245	2025-02-02	San Antonio	Los Angeles	2
688	246	2025-02-01	Philadelphia	Houston	4
689	246	2025-02-09	Philadelphia	Chicago	4
690	246	2025-01-22	Dallas	San Antonio	2
691	246	2025-01-02	Phoenix	San Diego	2
692	246	2025-02-21	San Jose	Philadelphia	2
693	247	2025-01-07	San Antonio	New York	1
694	248	2025-02-03	San Antonio	Chicago	4
695	248	2025-01-27	Philadelphia	New York	4
696	248	2024-12-21	Philadelphia	Los Angeles	3
697	248	2025-02-11	San Diego	Dallas	2
698	249	2025-02-17	San Antonio	Houston	2
699	249	2025-01-25	Los Angeles	New York	4
700	249	2024-12-12	Houston	San Antonio	1
701	249	2025-01-11	Houston	New York	3
702	249	2024-12-01	San Diego	San Jose	3
703	250	2024-12-15	San Jose	New York	2
704	251	2025-02-16	Houston	San Jose	3
705	251	2024-12-19	San Antonio	San Jose	3
706	251	2024-12-17	New York	Philadelphia	1
707	251	2025-01-16	San Jose	Los Angeles	3
708	251	2025-01-14	San Diego	New York	3
709	252	2025-02-15	Dallas	San Jose	1
710	252	2025-02-08	Houston	San Jose	4
711	252	2025-02-20	New York	Philadelphia	3
712	252	2024-12-08	Houston	New York	3
713	252	2024-11-30	New York	Phoenix	4
714	253	2025-02-20	Dallas	San Antonio	3
715	253	2025-01-25	San Jose	Houston	3
716	253	2024-12-24	Philadelphia	San Diego	2
717	254	2025-02-12	San Diego	Phoenix	1
718	254	2024-12-02	Dallas	Phoenix	4
719	255	2024-12-10	New York	Philadelphia	3
720	256	2025-01-22	San Diego	San Jose	1
721	256	2024-12-02	San Diego	San Jose	2
722	256	2024-12-24	Los Angeles	San Diego	4
723	257	2025-01-04	Phoenix	San Antonio	3
724	257	2025-01-25	Los Angeles	Dallas	1
725	257	2025-02-05	Dallas	Chicago	4
726	258	2025-02-14	Philadelphia	San Jose	3
727	259	2025-02-06	Philadelphia	Phoenix	4
728	259	2024-12-08	Dallas	Philadelphia	2
729	260	2025-01-08	San Diego	Los Angeles	1
730	261	2024-12-25	Houston	Philadelphia	1
731	261	2024-12-10	Houston	San Antonio	2
732	261	2025-01-24	Philadelphia	Houston	2
733	262	2024-12-10	San Diego	San Jose	3
734	262	2025-02-14	San Antonio	Houston	1
735	262	2024-12-22	San Antonio	New York	1
736	262	2024-11-28	San Jose	New York	3
737	262	2024-12-26	San Antonio	San Jose	2
738	263	2025-01-06	Los Angeles	San Jose	4
739	263	2024-12-13	Los Angeles	Houston	4
740	263	2025-02-10	Philadelphia	Phoenix	4
741	264	2024-12-02	Houston	Chicago	3
742	264	2024-12-29	Los Angeles	San Jose	1
743	264	2025-02-19	New York	Dallas	1
744	264	2025-02-14	Philadelphia	San Diego	3
745	264	2025-02-07	Dallas	Phoenix	4
746	265	2024-12-19	Chicago	San Antonio	2
747	265	2024-12-31	Dallas	Los Angeles	1
748	265	2024-12-04	Phoenix	San Jose	1
749	265	2024-12-28	Philadelphia	San Antonio	1
750	266	2025-01-16	Philadelphia	San Antonio	1
751	266	2025-02-21	San Antonio	Chicago	4
752	267	2024-12-21	Houston	Philadelphia	1
753	267	2024-12-24	Phoenix	Chicago	3
754	267	2024-12-11	Houston	Phoenix	4
755	267	2025-02-06	Los Angeles	New York	4
756	267	2025-02-18	Chicago	San Jose	3
757	268	2025-01-28	Philadelphia	San Diego	3
758	268	2024-12-30	Houston	Chicago	1
759	268	2024-12-27	Houston	Los Angeles	4
760	268	2024-12-26	New York	Chicago	4
761	269	2025-02-07	Los Angeles	Philadelphia	2
762	269	2025-01-20	San Antonio	Philadelphia	4
763	269	2025-02-02	Phoenix	Philadelphia	4
764	269	2025-01-17	San Antonio	Dallas	1
765	271	2025-01-21	Houston	Phoenix	1
766	271	2025-01-18	Chicago	Phoenix	4
767	271	2025-01-12	Phoenix	San Jose	3
768	272	2025-02-17	San Jose	Philadelphia	4
769	272	2024-11-29	San Diego	Philadelphia	2
770	273	2025-02-01	Phoenix	Chicago	2
771	274	2025-01-06	Los Angeles	Dallas	1
772	275	2024-12-21	New York	Phoenix	4
773	275	2025-02-14	Chicago	Philadelphia	1
774	276	2025-01-15	Philadelphia	Dallas	1
775	276	2025-01-29	New York	Philadelphia	1
776	276	2025-02-22	Los Angeles	San Jose	4
777	276	2025-01-16	San Diego	Philadelphia	1
778	276	2024-12-14	Los Angeles	Phoenix	3
779	277	2025-01-07	Chicago	New York	1
780	277	2024-12-19	Phoenix	Dallas	2
781	277	2024-12-18	Chicago	Philadelphia	4
782	277	2024-12-07	Philadelphia	Phoenix	4
783	278	2025-02-08	Dallas	New York	3
784	278	2025-02-21	Chicago	San Jose	4
785	278	2025-01-27	Houston	San Jose	4
786	279	2024-12-22	Phoenix	Houston	3
787	280	2025-02-07	Dallas	San Antonio	3
788	280	2025-01-24	San Antonio	San Jose	1
789	280	2025-01-14	San Antonio	Phoenix	1
790	280	2025-02-21	San Antonio	San Diego	1
791	280	2024-12-17	San Antonio	Philadelphia	1
792	281	2024-12-19	New York	Chicago	4
793	281	2025-02-25	San Antonio	San Jose	2
794	281	2024-12-08	San Diego	San Antonio	3
795	281	2025-01-23	Phoenix	Dallas	4
796	282	2025-02-20	New York	San Antonio	1
797	284	2025-01-14	New York	San Jose	1
798	284	2025-01-04	Chicago	San Antonio	3
799	285	2025-02-13	San Jose	Philadelphia	3
800	285	2024-12-11	New York	Los Angeles	4
801	286	2024-12-10	Phoenix	San Jose	3
802	287	2025-02-21	Chicago	Houston	4
803	287	2025-01-24	Chicago	Houston	2
804	287	2025-01-05	Dallas	Philadelphia	3
805	288	2025-02-24	Chicago	Philadelphia	3
806	288	2025-01-05	Chicago	Houston	4
807	288	2024-11-29	Phoenix	Los Angeles	3
808	288	2025-01-31	San Diego	San Antonio	4
809	290	2025-01-05	Houston	San Antonio	3
810	291	2025-02-15	New York	Los Angeles	4
811	291	2024-12-08	Los Angeles	San Antonio	2
812	292	2025-01-08	New York	San Jose	3
813	292	2025-02-23	San Diego	Dallas	3
814	292	2024-12-24	Houston	San Antonio	4
815	292	2025-02-05	San Antonio	Phoenix	2
816	293	2025-01-09	New York	Houston	1
817	293	2024-12-31	Los Angeles	Phoenix	3
818	294	2025-01-29	San Antonio	Houston	3
819	295	2024-12-25	New York	San Jose	3
820	295	2025-01-18	Philadelphia	San Diego	1
821	295	2024-12-21	San Antonio	Los Angeles	1
822	295	2024-12-30	Dallas	Phoenix	2
823	295	2025-02-01	Houston	San Diego	3
824	297	2025-02-22	Los Angeles	San Diego	1
825	297	2025-02-14	Los Angeles	Houston	2
826	297	2025-01-15	Philadelphia	Dallas	3
827	298	2024-12-27	New York	Los Angeles	1
828	298	2024-12-01	Dallas	Philadelphia	2
829	298	2024-12-07	Dallas	San Antonio	2
830	298	2025-01-03	Phoenix	Dallas	2
831	299	2024-12-08	San Antonio	Philadelphia	3
832	299	2025-02-05	Philadelphia	Dallas	1
833	299	2024-11-28	Dallas	Phoenix	3
834	299	2025-02-11	Dallas	Chicago	1
835	299	2025-01-27	San Jose	San Diego	2
836	301	2024-12-01	Dallas	San Antonio	4
837	301	2025-02-08	Dallas	San Jose	3
838	302	2025-01-08	Los Angeles	New York	2
839	302	2024-11-28	Los Angeles	San Antonio	3
840	303	2024-12-05	Philadelphia	New York	1
841	303	2025-02-22	Philadelphia	Los Angeles	3
842	304	2025-01-23	Phoenix	San Diego	3
843	305	2025-02-11	San Diego	Los Angeles	1
844	305	2025-02-09	San Diego	Houston	1
845	305	2024-12-15	San Antonio	Chicago	4
846	305	2025-02-05	San Diego	San Jose	2
847	306	2025-02-07	Houston	Philadelphia	1
848	306	2025-02-20	Dallas	Houston	1
849	307	2025-02-13	Chicago	San Jose	4
850	307	2025-02-24	Houston	New York	1
851	307	2024-12-15	Los Angeles	Houston	1
852	308	2025-01-19	Phoenix	Philadelphia	4
853	308	2025-02-07	Los Angeles	San Diego	1
854	308	2024-12-19	Chicago	Houston	2
855	308	2024-12-13	Houston	Philadelphia	1
856	308	2024-11-29	San Antonio	Dallas	2
857	309	2025-01-09	New York	San Jose	1
858	309	2025-02-14	Los Angeles	San Antonio	3
859	310	2025-02-18	Chicago	San Antonio	4
860	310	2024-12-15	Chicago	Los Angeles	2
861	311	2025-02-01	New York	Phoenix	1
862	311	2025-02-22	Los Angeles	Philadelphia	1
863	311	2025-01-22	San Jose	San Diego	3
864	311	2025-01-18	San Jose	San Diego	3
865	311	2025-02-14	San Jose	Chicago	4
866	312	2025-01-23	Philadelphia	Houston	1
867	312	2025-01-04	San Jose	Philadelphia	1
868	312	2025-01-25	Houston	Los Angeles	4
869	312	2024-12-27	Dallas	Phoenix	2
870	312	2025-01-11	Philadelphia	New York	4
871	313	2025-01-03	New York	Dallas	4
872	314	2025-02-05	Los Angeles	San Jose	4
873	314	2025-02-11	Chicago	San Diego	4
874	314	2025-02-20	Houston	Dallas	3
875	314	2025-01-05	Chicago	Dallas	3
876	314	2024-12-28	San Diego	Phoenix	2
877	315	2025-01-25	Houston	Chicago	1
878	315	2025-02-16	Philadelphia	Dallas	2
879	315	2024-12-13	Los Angeles	Chicago	4
880	315	2025-01-22	San Diego	Philadelphia	1
881	316	2025-02-02	Phoenix	San Diego	4
882	316	2024-12-16	San Jose	Phoenix	1
883	316	2024-12-18	San Jose	Dallas	2
884	316	2025-01-19	Dallas	San Antonio	1
885	316	2024-12-06	San Antonio	Dallas	3
886	320	2024-12-27	San Antonio	Dallas	4
887	320	2024-12-08	New York	San Jose	3
888	320	2024-12-04	San Antonio	Chicago	2
889	321	2025-02-20	Phoenix	New York	2
890	321	2025-01-11	Los Angeles	Chicago	4
891	321	2025-01-02	Los Angeles	Philadelphia	1
892	322	2024-12-01	Los Angeles	Philadelphia	3
893	322	2024-12-26	Dallas	Chicago	1
894	322	2025-01-14	San Jose	Dallas	1
895	323	2024-12-31	New York	San Antonio	2
896	324	2025-01-30	Los Angeles	Dallas	4
897	324	2025-01-17	New York	Chicago	4
898	325	2025-01-05	New York	Houston	1
899	325	2025-01-08	Dallas	Los Angeles	1
900	325	2024-12-10	San Jose	Philadelphia	4
901	325	2024-12-27	Dallas	Houston	3
902	326	2024-12-19	Los Angeles	San Diego	4
903	326	2024-12-08	Philadelphia	New York	4
904	326	2025-01-12	San Jose	Phoenix	3
905	327	2024-12-28	Dallas	Philadelphia	3
906	327	2024-12-06	San Diego	Los Angeles	3
907	327	2024-11-30	Dallas	San Antonio	2
908	327	2024-12-10	San Antonio	New York	4
909	327	2025-01-05	New York	Houston	4
910	328	2025-02-12	Houston	Phoenix	2
911	328	2024-12-16	Phoenix	Philadelphia	2
912	328	2024-12-21	New York	San Antonio	3
913	328	2025-02-18	New York	Philadelphia	3
914	329	2025-02-02	San Jose	Phoenix	1
915	329	2025-02-06	San Antonio	Houston	4
916	330	2025-01-06	San Antonio	Phoenix	1
917	331	2024-12-11	Phoenix	Philadelphia	1
918	331	2024-12-26	San Diego	New York	2
919	332	2024-12-13	Philadelphia	Chicago	3
920	332	2024-12-14	Chicago	San Jose	2
921	332	2024-12-17	Philadelphia	San Diego	2
922	333	2024-12-30	Philadelphia	Chicago	3
923	334	2025-01-16	Philadelphia	San Jose	1
924	334	2025-01-17	Houston	Los Angeles	2
925	334	2025-02-17	Dallas	San Diego	2
926	334	2025-01-08	San Antonio	San Jose	1
927	335	2025-01-28	Philadelphia	San Antonio	3
928	335	2025-01-02	Chicago	Philadelphia	3
929	335	2025-01-18	Los Angeles	Dallas	4
930	335	2025-02-02	Dallas	Chicago	4
931	336	2025-01-25	San Antonio	Houston	3
932	336	2024-12-23	Phoenix	Chicago	3
933	337	2024-12-27	Chicago	Philadelphia	1
934	337	2025-01-22	Dallas	Chicago	1
935	337	2025-01-28	Houston	Los Angeles	1
936	337	2025-02-13	Phoenix	San Diego	2
937	337	2025-01-14	Philadelphia	Phoenix	2
938	338	2025-01-31	San Jose	Chicago	2
939	338	2024-11-30	Philadelphia	Los Angeles	4
940	339	2024-11-30	San Antonio	Philadelphia	4
941	339	2025-02-16	Chicago	San Antonio	4
942	339	2024-12-23	Chicago	New York	1
943	339	2025-01-05	New York	Philadelphia	1
944	340	2024-12-03	New York	San Jose	4
945	340	2024-12-21	Dallas	San Antonio	3
946	340	2024-12-13	San Diego	New York	1
947	340	2024-12-22	Houston	San Antonio	4
948	341	2025-02-12	Los Angeles	Houston	1
949	341	2025-02-18	Houston	Dallas	3
950	342	2024-12-30	Dallas	San Antonio	1
951	342	2025-02-15	San Antonio	San Diego	4
952	342	2025-02-17	Dallas	San Diego	1
953	343	2025-02-22	Houston	San Antonio	1
954	344	2024-12-26	New York	Phoenix	4
955	345	2025-01-13	Phoenix	Philadelphia	1
956	345	2025-01-07	Chicago	Houston	1
957	345	2025-02-19	Houston	New York	1
958	345	2024-12-14	San Diego	Philadelphia	3
959	345	2025-02-14	Chicago	Dallas	2
960	346	2024-12-30	Chicago	Los Angeles	4
961	346	2025-02-20	San Antonio	Dallas	3
962	346	2025-01-10	San Antonio	Houston	1
963	347	2025-02-18	Phoenix	San Diego	2
964	347	2025-02-06	New York	San Diego	1
965	347	2024-12-15	Phoenix	Houston	4
966	347	2025-01-02	Chicago	San Antonio	2
967	347	2025-02-17	New York	San Antonio	3
968	348	2025-01-09	Philadelphia	Dallas	4
969	348	2024-12-18	Chicago	San Antonio	1
970	349	2024-12-31	Los Angeles	Dallas	4
971	349	2025-01-09	Phoenix	New York	1
972	349	2025-02-11	Philadelphia	San Jose	3
973	350	2025-01-09	Chicago	Philadelphia	3
974	350	2025-01-04	Houston	San Diego	4
975	350	2025-01-03	San Antonio	Chicago	4
976	350	2025-01-08	Los Angeles	Dallas	3
977	351	2025-02-15	Philadelphia	San Diego	4
978	351	2025-01-28	Philadelphia	San Jose	1
979	351	2025-02-10	San Antonio	San Jose	1
980	351	2024-12-18	Los Angeles	San Diego	4
981	351	2024-12-15	Philadelphia	New York	3
982	352	2024-12-28	San Jose	Los Angeles	4
983	352	2025-01-20	San Jose	Phoenix	4
984	352	2024-12-20	Phoenix	Dallas	1
985	353	2025-02-10	San Antonio	Los Angeles	2
986	353	2025-02-06	Phoenix	Houston	2
987	353	2025-01-10	San Antonio	San Diego	4
988	353	2025-02-18	San Antonio	Houston	1
989	354	2025-01-26	Chicago	San Antonio	2
990	354	2024-12-06	Philadelphia	Phoenix	2
991	355	2024-12-04	Los Angeles	San Antonio	2
992	355	2024-12-30	Los Angeles	New York	2
993	355	2024-12-08	Los Angeles	Phoenix	4
994	355	2025-01-02	San Jose	Chicago	4
995	355	2025-02-06	New York	Houston	1
996	356	2025-01-24	San Diego	New York	3
997	357	2025-02-06	San Diego	Houston	3
998	359	2025-01-06	Phoenix	New York	1
999	359	2025-01-15	Phoenix	Dallas	1
1000	359	2024-12-24	Phoenix	San Jose	1
1001	359	2025-02-24	Houston	Philadelphia	2
1002	360	2024-12-13	San Antonio	Philadelphia	1
1003	361	2024-12-30	Los Angeles	San Antonio	4
1004	361	2025-01-15	New York	Dallas	3
1005	361	2024-12-13	San Antonio	Philadelphia	1
1006	361	2024-12-29	San Antonio	Philadelphia	3
1007	362	2024-12-31	San Diego	New York	3
1008	362	2025-01-08	San Jose	San Diego	1
1009	362	2024-12-11	Chicago	San Diego	2
1010	362	2025-01-04	San Jose	San Antonio	1
1011	363	2025-01-12	San Diego	Dallas	4
1012	363	2025-01-05	San Antonio	San Diego	2
1013	363	2025-01-11	San Antonio	Philadelphia	2
1014	363	2025-02-10	San Jose	San Diego	2
1015	363	2025-01-27	San Jose	Los Angeles	1
1016	364	2025-02-05	Phoenix	San Antonio	2
1017	364	2025-02-25	Dallas	Chicago	1
1018	364	2024-12-18	San Diego	Dallas	4
1019	364	2024-12-30	Los Angeles	San Antonio	4
1020	365	2025-01-01	San Antonio	Houston	4
1021	365	2025-02-02	San Antonio	Dallas	2
1022	365	2024-12-29	San Jose	Los Angeles	3
1023	365	2025-02-04	San Antonio	Philadelphia	2
1024	365	2025-02-18	San Antonio	Chicago	1
1025	366	2025-01-13	San Diego	Los Angeles	1
1026	366	2025-02-21	San Antonio	Chicago	2
1027	366	2025-01-12	Houston	San Antonio	3
1028	367	2024-12-20	Houston	Chicago	2
1029	367	2025-01-05	Chicago	New York	1
1030	367	2024-12-21	Dallas	New York	3
1031	368	2025-01-13	San Antonio	Houston	4
1032	369	2024-12-14	Houston	San Jose	2
1033	369	2024-12-19	Houston	San Jose	4
1034	370	2024-11-29	Dallas	San Diego	3
1035	370	2024-12-20	San Diego	San Antonio	2
1036	370	2024-12-10	Los Angeles	Houston	1
1037	370	2025-02-10	Philadelphia	San Antonio	2
1038	370	2024-12-24	Dallas	New York	2
1039	371	2025-01-31	New York	Philadelphia	1
1040	371	2025-01-04	New York	Dallas	1
1041	371	2025-01-21	Philadelphia	New York	4
1042	372	2024-11-28	Chicago	Dallas	2
1043	372	2025-01-19	San Diego	Philadelphia	1
1044	372	2025-02-22	Los Angeles	San Antonio	3
1045	372	2024-12-26	Philadelphia	Los Angeles	4
1046	372	2024-12-09	San Diego	San Jose	4
1047	373	2025-01-22	Phoenix	Chicago	1
1048	373	2024-12-10	New York	San Diego	2
1049	374	2025-01-25	New York	Los Angeles	3
1050	374	2024-12-17	San Diego	San Jose	2
1051	374	2025-02-07	New York	San Diego	2
1052	374	2025-02-20	New York	Dallas	3
1053	375	2024-12-30	Phoenix	Philadelphia	2
1054	376	2025-01-04	Dallas	San Jose	2
1055	376	2025-01-25	Dallas	Chicago	2
1056	376	2025-02-02	Dallas	San Diego	3
1057	376	2024-12-20	Houston	New York	2
1058	376	2025-02-14	San Diego	Dallas	2
1059	377	2024-12-07	Philadelphia	Chicago	2
1060	377	2025-01-31	Chicago	San Antonio	2
1061	377	2025-01-12	Phoenix	Los Angeles	2
1062	378	2024-12-10	San Diego	Chicago	3
1063	378	2025-02-12	San Jose	New York	1
1064	378	2025-01-09	Dallas	Chicago	2
1065	379	2025-02-04	New York	Los Angeles	1
1066	379	2024-12-01	Philadelphia	New York	3
1067	379	2025-02-01	Dallas	Philadelphia	2
1068	380	2025-01-02	Phoenix	Chicago	3
1069	381	2024-12-24	Los Angeles	Dallas	2
1070	381	2025-02-21	San Jose	Philadelphia	3
1071	381	2025-02-07	Philadelphia	Los Angeles	1
1072	381	2025-01-29	Dallas	New York	4
1073	381	2024-12-02	Houston	Los Angeles	1
1074	382	2025-01-15	Phoenix	Philadelphia	3
1075	382	2025-02-10	New York	Dallas	2
1076	382	2025-01-04	New York	Phoenix	1
1077	383	2025-01-18	Philadelphia	Houston	3
1078	383	2025-01-16	Houston	New York	3
1079	383	2025-02-01	Philadelphia	Houston	1
1080	383	2025-01-02	Chicago	Houston	1
1081	384	2025-01-10	Chicago	Dallas	1
1082	384	2024-12-10	Phoenix	San Diego	3
1083	384	2025-01-14	New York	San Diego	3
1084	385	2024-12-30	Dallas	Los Angeles	1
1085	386	2024-12-09	San Antonio	Houston	1
1086	386	2025-01-13	Los Angeles	Philadelphia	4
1087	387	2025-01-07	San Antonio	Houston	3
1088	388	2025-01-13	New York	San Antonio	4
1089	388	2025-01-19	New York	San Antonio	1
1090	388	2025-02-20	San Diego	San Jose	1
1091	388	2024-12-20	New York	Los Angeles	1
1092	389	2025-01-15	San Jose	Philadelphia	1
1093	389	2025-01-25	San Jose	Philadelphia	3
1094	390	2025-01-05	Chicago	San Antonio	3
1095	391	2024-12-14	Dallas	Philadelphia	4
1096	392	2024-12-19	New York	Phoenix	4
1097	392	2025-01-17	Phoenix	New York	3
1098	392	2025-01-12	Los Angeles	Chicago	2
1099	392	2025-01-13	Los Angeles	New York	4
1100	393	2025-02-18	Dallas	San Antonio	3
1101	393	2025-02-01	Philadelphia	San Jose	2
1102	393	2025-02-09	Houston	Philadelphia	2
1103	393	2024-12-16	New York	Philadelphia	2
1104	393	2025-01-06	Chicago	Phoenix	4
1105	394	2024-12-18	San Diego	Chicago	2
1106	394	2025-01-09	Chicago	Phoenix	3
1107	395	2024-11-29	New York	Dallas	4
1108	395	2024-12-07	Dallas	Philadelphia	3
1109	395	2025-01-04	San Jose	San Antonio	4
1110	395	2024-12-01	Houston	San Jose	1
1111	396	2025-01-07	Los Angeles	Houston	4
1112	396	2024-12-22	San Jose	San Antonio	4
1113	396	2024-11-29	Dallas	San Jose	1
1114	396	2024-12-26	Chicago	San Jose	3
1115	396	2025-01-24	San Antonio	Los Angeles	2
1116	397	2024-11-28	San Antonio	Phoenix	2
1117	397	2025-02-24	Houston	San Diego	1
1118	397	2025-01-21	Philadelphia	Dallas	1
1119	398	2025-01-03	Los Angeles	New York	1
1120	398	2025-01-20	Houston	Chicago	3
1121	398	2025-02-05	Los Angeles	Phoenix	1
1122	398	2024-12-03	Philadelphia	San Jose	3
1123	398	2025-01-18	San Diego	Phoenix	2
1124	400	2024-12-26	San Diego	Houston	2
1125	401	2024-12-16	Phoenix	Philadelphia	4
1126	401	2025-02-20	Chicago	Phoenix	3
1127	401	2025-01-06	Chicago	Dallas	1
1128	401	2024-12-23	Los Angeles	San Diego	1
1129	402	2024-11-28	Houston	Phoenix	1
1130	402	2025-01-22	Philadelphia	Phoenix	4
1131	402	2025-01-20	Chicago	Houston	4
1132	402	2025-02-25	Phoenix	San Antonio	3
1133	404	2025-01-19	New York	San Jose	2
1134	405	2024-12-20	Dallas	Los Angeles	3
1135	406	2024-12-09	San Diego	Philadelphia	2
1136	406	2025-02-09	San Jose	New York	2
1137	407	2025-01-25	Dallas	Phoenix	1
1138	407	2024-12-30	Chicago	Los Angeles	4
1139	407	2025-02-23	Houston	New York	2
1140	408	2025-02-11	San Antonio	Houston	3
1141	408	2025-01-26	San Jose	Houston	4
1142	408	2025-01-24	Chicago	Los Angeles	4
1143	408	2025-02-19	Chicago	San Jose	2
1144	408	2025-01-05	Philadelphia	San Diego	2
1145	409	2025-02-05	Los Angeles	San Antonio	1
1146	409	2025-01-12	San Antonio	Los Angeles	2
1147	409	2025-02-17	Chicago	Dallas	1
1148	409	2025-01-25	Chicago	New York	1
1149	410	2025-01-21	Phoenix	San Antonio	3
1150	410	2025-01-13	San Diego	San Jose	2
1151	410	2025-01-18	San Diego	Dallas	3
1152	411	2024-12-14	New York	Chicago	2
1153	411	2025-01-20	New York	San Diego	1
1154	412	2025-02-08	San Diego	San Jose	3
1155	412	2024-12-14	Los Angeles	Dallas	1
1156	413	2025-02-02	Los Angeles	New York	2
1157	413	2025-01-18	New York	Phoenix	1
1158	414	2025-01-30	Chicago	San Jose	2
1159	415	2025-02-21	San Antonio	Philadelphia	2
1160	415	2024-12-28	Los Angeles	Philadelphia	2
1161	417	2025-02-06	Dallas	Phoenix	3
1162	417	2024-12-02	San Jose	San Diego	4
1163	417	2025-02-13	Chicago	Houston	2
1164	417	2024-12-09	Philadelphia	Houston	1
1165	419	2025-02-12	Philadelphia	Los Angeles	3
1166	419	2024-12-07	San Antonio	Philadelphia	2
1167	419	2025-02-24	Phoenix	Chicago	4
1168	420	2025-01-12	Phoenix	San Diego	1
1169	420	2025-01-04	Philadelphia	Chicago	4
1170	420	2025-01-01	San Jose	Houston	1
1171	420	2025-02-25	San Diego	Philadelphia	3
1172	421	2025-02-19	Chicago	San Jose	2
